Sexo;Comunidades Autónomas;Sábados trabajados al mes;Periodo;Total
Mujeres;Canarias;Uno al mes;2022T3;17,8
Mujeres;Canarias;Uno al mes;2022T2;17,3
Mujeres;Canarias;Uno al mes;2022T1;12,2
Mujeres;Canarias;Uno al mes;2021T4;9,4
Mujeres;Canarias;Uno al mes;2021T3;11,8
Mujeres;Canarias;Uno al mes;2021T2;9,9
Mujeres;Canarias;Uno al mes;2021T1;10,4
Mujeres;Canarias;Uno al mes;2020T4;10
Mujeres;Canarias;Uno al mes;2020T3;16,1
Mujeres;Canarias;Uno al mes;2020T2;11,3
Mujeres;Canarias;Dos o más al mes;2024T2;176,5
Mujeres;Canarias;Dos o más al mes;2024T1;179,3
Mujeres;Canarias;Dos o más al mes;2023T4;152,7
Mujeres;Canarias;Dos o más al mes;2023T3;156,2
Mujeres;Canarias;Dos o más al mes;2023T2;149,7
Mujeres;Canarias;Dos o más al mes;2023T1;151,3
Mujeres;Canarias;Dos o más al mes;2022T4;136,8
Mujeres;Canarias;Dos o más al mes;2022T3;127,1
Mujeres;Canarias;Dos o más al mes;2022T2;139,5
Mujeres;Canarias;Dos o más al mes;2022T1;131,8
Mujeres;Canarias;Dos o más al mes;2021T4;131,2
Mujeres;Canarias;Dos o más al mes;2021T3;122,6
Mujeres;Canarias;Dos o más al mes;2021T2;110,9
Mujeres;Canarias;Dos o más al mes;2021T1;94,3
Mujeres;Canarias;Dos o más al mes;2020T4;111,2
Mujeres;Canarias;Dos o más al mes;2020T3;102,8
Mujeres;Canarias;Dos o más al mes;2020T2;83,6
Mujeres;Canarias;Ninguno;2024T2;224,2
Mujeres;Canarias;Ninguno;2024T1;218,3
Mujeres;Canarias;Ninguno;2023T4;226,4
Mujeres;Canarias;Ninguno;2023T3;206,6
Mujeres;Canarias;Ninguno;2023T2;206,5
Mujeres;Canarias;Ninguno;2023T1;214,9
Mujeres;Canarias;Ninguno;2022T4;216,4
Mujeres;Canarias;Ninguno;2022T3;208,1
Mujeres;Canarias;Ninguno;2022T2;215,3
Mujeres;Canarias;Ninguno;2022T1;214,4
Mujeres;Canarias;Ninguno;2021T4;218,7
Mujeres;Canarias;Ninguno;2021T3;195,7
Mujeres;Canarias;Ninguno;2021T2;208,7
Mujeres;Canarias;Ninguno;2021T1;212,9
Mujeres;Canarias;Ninguno;2020T4;203,3
Mujeres;Canarias;Ninguno;2020T3;202,4
Mujeres;Canarias;Ninguno;2020T2;212,4
Mujeres;Canarias;No sabe;2024T2;7
Mujeres;Canarias;No sabe;2024T1;6,7
Mujeres;Canarias;No sabe;2023T4;9,2
Mujeres;Canarias;No sabe;2023T3;9,5
Mujeres;Canarias;No sabe;2023T2;10,4
Mujeres;Canarias;No sabe;2023T1;5,7
Mujeres;Canarias;No sabe;2022T4;9,8
Mujeres;Canarias;No sabe;2022T3;8
Mujeres;Canarias;No sabe;2022T2;7,3
Mujeres;Canarias;No sabe;2022T1;9,9
Mujeres;Canarias;No sabe;2021T4;19,6
Mujeres;Canarias;No sabe;2021T3;9,9
Mujeres;Canarias;No sabe;2021T2;9,3
Mujeres;Canarias;No sabe;2021T1;8,3
Mujeres;Canarias;No sabe;2020T4;10,1
Mujeres;Canarias;No sabe;2020T3;10,3
Mujeres;Canarias;No sabe;2020T2;26,9
Mujeres;Cantabria;Total;2024T2;107,5
Mujeres;Cantabria;Total;2024T1;107,7
Mujeres;Cantabria;Total;2023T4;104,9
Mujeres;Cantabria;Total;2023T3;105,7
Mujeres;Cantabria;Total;2023T2;104,9
Mujeres;Cantabria;Total;2023T1;98,5
Mujeres;Cantabria;Total;2022T4;100,5
Mujeres;Cantabria;Total;2022T3;104
Mujeres;Cantabria;Total;2022T2;102
Mujeres;Cantabria;Total;2022T1;97,9
Mujeres;Cantabria;Total;2021T4;98,3
Mujeres;Cantabria;Total;2021T3;105,1
Mujeres;Cantabria;Total;2021T2;98,9
Mujeres;Cantabria;Total;2021T1;95
Mujeres;Cantabria;Total;2020T4;97,5
Mujeres;Cantabria;Total;2020T3;97
Mujeres;Cantabria;Total;2020T2;84,1
Mujeres;Cantabria;Uno al mes;2024T2;6
Mujeres;Cantabria;Uno al mes;2024T1;5,5
Mujeres;Cantabria;Uno al mes;2023T4;3,4
Mujeres;Cantabria;Uno al mes;2023T3;5,3
Mujeres;Cantabria;Uno al mes;2023T2;3,9
Mujeres;Cantabria;Uno al mes;2023T1;4,4
Mujeres;Cantabria;Uno al mes;2022T4;5,2
Mujeres;Cantabria;Uno al mes;2022T3;7,5
Mujeres;Cantabria;Uno al mes;2022T2;3,4
Mujeres;Cantabria;Uno al mes;2022T1;4,8
Mujeres;Cantabria;Uno al mes;2021T4;6,6
Mujeres;Cantabria;Uno al mes;2021T3;8,3
Mujeres;Cantabria;Uno al mes;2021T2;3,6
Mujeres;Cantabria;Uno al mes;2021T1;4,3
Mujeres;Cantabria;Uno al mes;2020T4;5,5
Mujeres;Cantabria;Uno al mes;2020T3;7,7
Mujeres;Cantabria;Uno al mes;2020T2;5,2
Mujeres;Cantabria;Dos o más al mes;2024T2;32,1
Mujeres;Cantabria;Dos o más al mes;2024T1;32,5
Mujeres;Cantabria;Dos o más al mes;2023T4;32,6
Mujeres;Cantabria;Dos o más al mes;2023T3;33,1
Mujeres;Cantabria;Dos o más al mes;2023T2;34,2
Mujeres;Cantabria;Dos o más al mes;2023T1;31,6
Mujeres;Cantabria;Dos o más al mes;2022T4;31,8
Mujeres;Cantabria;Dos o más al mes;2022T3;32,8
Mujeres;Cantabria;Dos o más al mes;2022T2;33,1
Mujeres;Cantabria;Dos o más al mes;2022T1;30,3
Mujeres;Cantabria;Dos o más al mes;2021T4;27,7
Mujeres;Cantabria;Dos o más al mes;2021T3;36,6
Mujeres;Cantabria;Dos o más al mes;2021T2;31,5
Mujeres;Cantabria;Dos o más al mes;2021T1;30,3
Mujeres;Cantabria;Dos o más al mes;2020T4;28,8
Mujeres;Cantabria;Dos o más al mes;2020T3;30,8
Mujeres;Cantabria;Dos o más al mes;2020T2;17,1
Mujeres;Cantabria;Ninguno;2024T2;67,9
Mujeres;Cantabria;Ninguno;2024T1;68,5
Mujeres;Cantabria;Ninguno;2023T4;67,4
Mujeres;Cantabria;Ninguno;2023T3;65
Mujeres;Cantabria;Ninguno;2023T2;65,3
Mujeres;Cantabria;Ninguno;2023T1;60,6
Mujeres;Cantabria;Ninguno;2022T4;60,5
Mujeres;Cantabria;Ninguno;2022T3;61,1
Mujeres;Cantabria;Ninguno;2022T2;63,4
Mujeres;Cantabria;Ninguno;2022T1;60,7
Mujeres;Cantabria;Ninguno;2021T4;61,7
Mujeres;Cantabria;Ninguno;2021T3;58,5
Mujeres;Cantabria;Ninguno;2021T2;61,2
Mujeres;Cantabria;Ninguno;2021T1;59,4
Mujeres;Cantabria;Ninguno;2020T4;61,2
Mujeres;Cantabria;Ninguno;2020T3;55,8
Mujeres;Cantabria;Ninguno;2020T2;59,9
Mujeres;Cantabria;No sabe;2024T2;1,5
Mujeres;Cantabria;No sabe;2024T1;1,2
Mujeres;Cantabria;No sabe;2023T4;1,5
Mujeres;Cantabria;No sabe;2023T3;2,2
Mujeres;Cantabria;No sabe;2023T2;1,4
Mujeres;Cantabria;No sabe;2023T1;1,9
Mujeres;Cantabria;No sabe;2022T4;2,9
Mujeres;Cantabria;No sabe;2022T3;2,6
Mujeres;Cantabria;No sabe;2022T2;2,1
Mujeres;Cantabria;No sabe;2022T1;2,1
Mujeres;Cantabria;No sabe;2021T4;2,4
Mujeres;Cantabria;No sabe;2021T3;1,7
Mujeres;Cantabria;No sabe;2021T2;2,6
Mujeres;Cantabria;No sabe;2021T1;1
Mujeres;Cantabria;No sabe;2020T4;2,1
Mujeres;Cantabria;No sabe;2020T3;2,7
Mujeres;Cantabria;No sabe;2020T2;1,9
Mujeres;Castilla y León;Total;2024T2;408,8
Mujeres;Castilla y León;Total;2024T1;402,1
Mujeres;Castilla y León;Total;2023T4;404
Mujeres;Castilla y León;Total;2023T3;408,6
Mujeres;Castilla y León;Total;2023T2;397,4
Mujeres;Castilla y León;Total;2023T1;395,8
Mujeres;Castilla y León;Total;2022T4;407,5
Mujeres;Castilla y León;Total;2022T3;406
Mujeres;Castilla y León;Total;2022T2;408,7
Mujeres;Castilla y León;Total;2022T1;388,2
Mujeres;Castilla y León;Total;2021T4;389,1
Mujeres;Castilla y León;Total;2021T3;388,1
Mujeres;Castilla y León;Total;2021T2;371,7
Mujeres;Castilla y León;Total;2021T1;369,2
Mujeres;Castilla y León;Total;2020T4;377,9
Mujeres;Castilla y León;Total;2020T3;373,5
Mujeres;Castilla y León;Total;2020T2;355
Mujeres;Castilla y León;Uno al mes;2024T2;28,1
Mujeres;Castilla y León;Uno al mes;2024T1;24,2
Mujeres;Castilla y León;Uno al mes;2023T4;25,7
Mujeres;Castilla y León;Uno al mes;2023T3;21,3
Mujeres;Castilla y León;Uno al mes;2023T2;23,9
Mujeres;Castilla y León;Uno al mes;2023T1;22,6
Mujeres;Castilla y León;Uno al mes;2022T4;20,4
Mujeres;Castilla y León;Uno al mes;2022T3;22,6
Mujeres;Castilla y León;Uno al mes;2022T2;24,2
Mujeres;Castilla y León;Uno al mes;2022T1;19,8
Mujeres;Castilla y León;Uno al mes;2021T4;18,9
Mujeres;Castilla y León;Uno al mes;2021T3;19,3
Mujeres;Castilla y León;Uno al mes;2021T2;15,9
Mujeres;Castilla y León;Uno al mes;2021T1;18,3
Mujeres;Castilla y León;Uno al mes;2020T4;20,5
Mujeres;Castilla y León;Uno al mes;2020T3;21,9
Mujeres;Castilla y León;Uno al mes;2020T2;25,1
Mujeres;Castilla y León;Dos o más al mes;2024T2;110,5
Mujeres;Castilla y León;Dos o más al mes;2024T1;110,2
Mujeres;Castilla y León;Dos o más al mes;2023T4;114,7
Mujeres;Castilla y León;Dos o más al mes;2023T3;123,2
Mujeres;Castilla y León;Dos o más al mes;2023T2;114,5
Mujeres;Castilla y León;Dos o más al mes;2023T1;116,9
Mujeres;Castilla y León;Dos o más al mes;2022T4;124,2
Mujeres;Castilla y León;Dos o más al mes;2022T3;122,2
Mujeres;Castilla y León;Dos o más al mes;2022T2;122,4
Mujeres;Castilla y León;Dos o más al mes;2022T1;110,5
Mujeres;Castilla y León;Dos o más al mes;2021T4;115,6
Mujeres;Castilla y León;Dos o más al mes;2021T3;114,5
Mujeres;Castilla y León;Dos o más al mes;2021T2;102,1
Mujeres;Castilla y León;Dos o más al mes;2021T1;99
Mujeres;Castilla y León;Dos o más al mes;2020T4;106,9
Mujeres;Castilla y León;Dos o más al mes;2020T3;112
Mujeres;Castilla y León;Dos o más al mes;2020T2;77,8
Mujeres;Castilla y León;Ninguno;2024T2;265,7
Mujeres;Castilla y León;Ninguno;2024T1;261
Mujeres;Castilla y León;Ninguno;2023T4;257,5
Mujeres;Castilla y León;Ninguno;2023T3;259,4
Mujeres;Castilla y León;Ninguno;2023T2;252,7
Mujeres;Castilla y León;Ninguno;2023T1;252,4
Mujeres;Castilla y León;Ninguno;2022T4;256,9
Mujeres;Castilla y León;Ninguno;2022T3;256,2
Mujeres;Castilla y León;Ninguno;2022T2;256,9
Mujeres;Castilla y León;Ninguno;2022T1;252
Mujeres;Castilla y León;Ninguno;2021T4;247,8
Mujeres;Castilla y León;Ninguno;2021T3;248,4
Mujeres;Castilla y León;Ninguno;2021T2;249,1
Mujeres;Castilla y León;Ninguno;2021T1;243,5
Mujeres;Castilla y León;Ninguno;2020T4;241,5
Mujeres;Castilla y León;Ninguno;2020T3;232,2
Mujeres;Castilla y León;Ninguno;2020T2;240,5
Mujeres;Castilla y León;No sabe;2024T2;4,6
Mujeres;Castilla y León;No sabe;2024T1;6,7
Mujeres;Castilla y León;No sabe;2023T4;6,2
Mujeres;Castilla y León;No sabe;2023T3;4,8
Mujeres;Castilla y León;No sabe;2023T2;6,3
Mujeres;Castilla y León;No sabe;2023T1;3,8
Mujeres;Castilla y León;No sabe;2022T4;6
Mujeres;Castilla y León;No sabe;2022T3;5
Mujeres;Castilla y León;No sabe;2022T2;5,1
Mujeres;Castilla y León;No sabe;2022T1;5,8
Mujeres;Castilla y León;No sabe;2021T4;6,7
Mujeres;Castilla y León;No sabe;2021T3;5,9
Mujeres;Castilla y León;No sabe;2021T2;4,7
Mujeres;Castilla y León;No sabe;2021T1;8,4
Mujeres;Castilla y León;No sabe;2020T4;9
Mujeres;Castilla y León;No sabe;2020T3;7,4
Mujeres;Castilla y León;No sabe;2020T2;11,6
Mujeres;Castilla - La Mancha;Total;2024T2;334,8
Mujeres;Castilla - La Mancha;Total;2024T1;325,5
Mujeres;Castilla - La Mancha;Total;2023T4;339,9
Mujeres;Castilla - La Mancha;Total;2023T3;339,3
Mujeres;Castilla - La Mancha;Total;2023T2;344,5
Mujeres;Castilla - La Mancha;Total;2023T1;326
Mujeres;Castilla - La Mancha;Total;2022T4;326,5
Mujeres;Castilla - La Mancha;Total;2022T3;315,1
Mujeres;Castilla - La Mancha;Total;2022T2;319,4
Mujeres;Castilla - La Mancha;Total;2022T1;317,1
Mujeres;Castilla - La Mancha;Total;2021T4;318,4
Mujeres;Castilla - La Mancha;Total;2021T3;315,6
Mujeres;Castilla - La Mancha;Total;2021T2;300,1
Mujeres;Castilla - La Mancha;Total;2021T1;287,7
Mujeres;Castilla - La Mancha;Total;2020T4;291,7
Mujeres;Castilla - La Mancha;Total;2020T3;283,9
Mujeres;Castilla - La Mancha;Total;2020T2;272,6
Mujeres;Castilla - La Mancha;Uno al mes;2024T2;18,5
Mujeres;Castilla - La Mancha;Uno al mes;2024T1;17,8
Mujeres;Castilla - La Mancha;Uno al mes;2023T4;22,5
Mujeres;Castilla - La Mancha;Uno al mes;2023T3;22
Mujeres;Castilla - La Mancha;Uno al mes;2023T2;20,9
Mujeres;Castilla - La Mancha;Uno al mes;2023T1;20,8
Mujeres;Castilla - La Mancha;Uno al mes;2022T4;19
Mujeres;Castilla - La Mancha;Uno al mes;2022T3;17,2
Mujeres;Castilla - La Mancha;Uno al mes;2022T2;17,4
Mujeres;Castilla - La Mancha;Uno al mes;2022T1;14,4
Mujeres;Castilla - La Mancha;Uno al mes;2021T4;16
Mujeres;Castilla - La Mancha;Uno al mes;2021T3;25,6
Mujeres;Castilla - La Mancha;Uno al mes;2021T2;19,6
Mujeres;Castilla - La Mancha;Uno al mes;2021T1;12,8
Mujeres;Castilla - La Mancha;Uno al mes;2020T4;14,3
Mujeres;Castilla - La Mancha;Uno al mes;2020T3;17,4
Mujeres;Castilla - La Mancha;Uno al mes;2020T2;20,6
Mujeres;Castilla - La Mancha;Dos o más al mes;2024T2;86,8
Mujeres;Castilla - La Mancha;Dos o más al mes;2024T1;78,9
Mujeres;Castilla - La Mancha;Dos o más al mes;2023T4;89,3
Mujeres;Castilla - La Mancha;Dos o más al mes;2023T3;90,9
Mujeres;Castilla - La Mancha;Dos o más al mes;2023T2;100,1
Mujeres;Castilla - La Mancha;Dos o más al mes;2023T1;86,2
Mujeres;Castilla - La Mancha;Dos o más al mes;2022T4;96,8
Mujeres;Castilla - La Mancha;Dos o más al mes;2022T3;90,3
Mujeres;Castilla - La Mancha;Dos o más al mes;2022T2;91,3
Mujeres;Castilla - La Mancha;Dos o más al mes;2022T1;86,8
Mujeres;Castilla - La Mancha;Dos o más al mes;2021T4;84,1
Mujeres;Castilla - La Mancha;Dos o más al mes;2021T3;85,5
Mujeres;Castilla - La Mancha;Dos o más al mes;2021T2;83,1
Mujeres;Castilla - La Mancha;Dos o más al mes;2021T1;80,2
Mujeres;Castilla - La Mancha;Dos o más al mes;2020T4;77,8
Mujeres;Castilla - La Mancha;Dos o más al mes;2020T3;81,2
Mujeres;Castilla - La Mancha;Dos o más al mes;2020T2;55,4
Mujeres;Castilla - La Mancha;Ninguno;2024T2;223,2
Mujeres;Castilla - La Mancha;Ninguno;2024T1;225,3
Mujeres;Castilla - La Mancha;Ninguno;2023T4;224,4
Mujeres;Castilla - La Mancha;Ninguno;2023T3;221,6
Mujeres;Castilla - La Mancha;Ninguno;2023T2;219,7
Mujeres;Castilla - La Mancha;Ninguno;2023T1;215,6
Mujeres;Castilla - La Mancha;Ninguno;2022T4;206,4
Mujeres;Castilla - La Mancha;Ninguno;2022T3;201,2
Mujeres;Castilla - La Mancha;Ninguno;2022T2;207,1
Mujeres;Castilla - La Mancha;Ninguno;2022T1;210,3
Mujeres;Castilla - La Mancha;Ninguno;2021T4;212,4
Mujeres;Castilla - La Mancha;Ninguno;2021T3;199,3
Mujeres;Castilla - La Mancha;Ninguno;2021T2;194,1
Mujeres;Castilla - La Mancha;Ninguno;2021T1;192,9
Mujeres;Castilla - La Mancha;Ninguno;2020T4;194,7
Mujeres;Castilla - La Mancha;Ninguno;2020T3;177,1
Mujeres;Castilla - La Mancha;Ninguno;2020T2;189,5
Mujeres;Castilla - La Mancha;No sabe;2024T2;6,3
Mujeres;Castilla - La Mancha;No sabe;2024T1;3,5
Mujeres;Castilla - La Mancha;No sabe;2023T4;3,7
Mujeres;Castilla - La Mancha;No sabe;2023T3;4,8
Mujeres;Castilla - La Mancha;No sabe;2023T2;3,8
Mujeres;Castilla - La Mancha;No sabe;2023T1;3,4
Mujeres;Castilla - La Mancha;No sabe;2022T4;4,4
Mujeres;Castilla - La Mancha;No sabe;2022T3;6,4
Mujeres;Castilla - La Mancha;No sabe;2022T2;3,6
Mujeres;Castilla - La Mancha;No sabe;2022T1;5,5
Mujeres;Castilla - La Mancha;No sabe;2021T4;5,9
Mujeres;Castilla - La Mancha;No sabe;2021T3;5,2
Mujeres;Castilla - La Mancha;No sabe;2021T2;3,3
Mujeres;Castilla - La Mancha;No sabe;2021T1;1,9
Mujeres;Castilla - La Mancha;No sabe;2020T4;4,9
Mujeres;Castilla - La Mancha;No sabe;2020T3;8,2
Mujeres;Castilla - La Mancha;No sabe;2020T2;7,2
Mujeres;Cataluña;Total;2024T2;1,599,40
Mujeres;Cataluña;Total;2024T1;1,580,70
Mujeres;Cataluña;Total;2023T4;1,573,10
Mujeres;Cataluña;Total;2023T3;1,608,10
Mujeres;Cataluña;Total;2023T2;1,556,50
Mujeres;Cataluña;Total;2023T1;1,508,90
Mujeres;Cataluña;Total;2022T4;1,510,10
Mujeres;Cataluña;Total;2022T3;1,504,80
Mujeres;Cataluña;Total;2022T2;1,497,80
Mujeres;Cataluña;Total;2022T1;1,461,30
Mujeres;Cataluña;Total;2021T4;1,472,40
Mujeres;Cataluña;Total;2021T3;1,477,10
Mujeres;Cataluña;Total;2021T2;1,424
Mujeres;Cataluña;Total;2021T1;1,428,10
Mujeres;Cataluña;Total;2020T4;1,410,50
Mujeres;Cataluña;Total;2020T3;1,392,90
Mujeres;Cataluña;Total;2020T2;1,361,10
Mujeres;Cataluña;Uno al mes;2024T2;53,2
Mujeres;Cataluña;Uno al mes;2024T1;55,2
Mujeres;Cataluña;Uno al mes;2023T4;57,9
Mujeres;Cataluña;Uno al mes;2023T3;67,2
Mujeres;Cataluña;Uno al mes;2023T2;47,4
Mujeres;Cataluña;Uno al mes;2023T1;44,6
Mujeres;Cataluña;Uno al mes;2022T4;43,7
Mujeres;Cataluña;Uno al mes;2022T3;54,4
Mujeres;Cataluña;Uno al mes;2022T2;48,4
Mujeres;Cataluña;Uno al mes;2022T1;54,3
Mujeres;Cataluña;Uno al mes;2021T4;48,4
Mujeres;Cataluña;Uno al mes;2021T3;51,6
Mujeres;Cataluña;Uno al mes;2021T2;56,2
Mujeres;Cataluña;Uno al mes;2021T1;66,7
Mujeres;Cataluña;Uno al mes;2020T4;46,4
Mujeres;Cataluña;Uno al mes;2020T3;50,7
Mujeres;Cataluña;Uno al mes;2020T2;49,6
Mujeres;Cataluña;Dos o más al mes;2024T2;362,1
Mujeres;Cataluña;Dos o más al mes;2024T1;320,1
Mujeres;Cataluña;Dos o más al mes;2023T4;310,4
Mujeres;Cataluña;Dos o más al mes;2023T3;341,1
Mujeres;Cataluña;Dos o más al mes;2023T2;327,5
Mujeres;Cataluña;Dos o más al mes;2023T1;308,9
Mujeres;Cataluña;Dos o más al mes;2022T4;333,3
Mujeres;Cataluña;Dos o más al mes;2022T3;326,2
Mujeres;Cataluña;Dos o más al mes;2022T2;320,3
Mujeres;Cataluña;Dos o más al mes;2022T1;303,3
Mujeres;Cataluña;Dos o más al mes;2021T4;304,1
Mujeres;Cataluña;Dos o más al mes;2021T3;345,5
Mujeres;Cataluña;Dos o más al mes;2021T2;323
Mujeres;Cataluña;Dos o más al mes;2021T1;271,2
Mujeres;Cataluña;Dos o más al mes;2020T4;303,5
Mujeres;Cataluña;Dos o más al mes;2020T3;326,7
Mujeres;Cataluña;Dos o más al mes;2020T2;248,6
Mujeres;Cataluña;Ninguno;2024T2;1,154,90
Mujeres;Cataluña;Ninguno;2024T1;1,173,20
Mujeres;Cataluña;Ninguno;2023T4;1,173
Mujeres;Cataluña;Ninguno;2023T3;1,151,60
Mujeres;Cataluña;Ninguno;2023T2;1,143,30
Mujeres;Cataluña;Ninguno;2023T1;1,129
Mujeres;Cataluña;Ninguno;2022T4;1,108,40
Mujeres;Cataluña;Ninguno;2022T3;1,094,40
Mujeres;Cataluña;Ninguno;2022T2;1,112,50
Mujeres;Cataluña;Ninguno;2022T1;1,084,80
Mujeres;Cataluña;Ninguno;2021T4;1,097,60
Mujeres;Cataluña;Ninguno;2021T3;1,064,50
Mujeres;Cataluña;Ninguno;2021T2;1,022,70
Mujeres;Cataluña;Ninguno;2021T1;1,069,50
Mujeres;Cataluña;Ninguno;2020T4;1,041,80
Mujeres;Cataluña;Ninguno;2020T3;985,6
Mujeres;Cataluña;Ninguno;2020T2;1,021,40
Mujeres;Cataluña;No sabe;2024T2;29,2
Mujeres;Cataluña;No sabe;2024T1;32,2
Mujeres;Cataluña;No sabe;2023T4;31,8
Mujeres;Cataluña;No sabe;2023T3;48,2
Mujeres;Cataluña;No sabe;2023T2;38,3
Mujeres;Cataluña;No sabe;2023T1;26,3
Mujeres;Cataluña;No sabe;2022T4;24,7
Mujeres;Cataluña;No sabe;2022T3;29,8
Mujeres;Cataluña;No sabe;2022T2;16,6
Mujeres;Cataluña;No sabe;2022T1;18,9
Mujeres;Cataluña;No sabe;2021T4;22,4
Mujeres;Cataluña;No sabe;2021T3;15,5
Mujeres;Cataluña;No sabe;2021T2;22,1
Mujeres;Cataluña;No sabe;2021T1;20,7
Mujeres;Cataluña;No sabe;2020T4;18,8
Mujeres;Cataluña;No sabe;2020T3;30
Mujeres;Cataluña;No sabe;2020T2;41,4
Mujeres;Comunitat Valenciana;Total;2024T2;964,6
Mujeres;Comunitat Valenciana;Total;2024T1;919,6
Mujeres;Comunitat Valenciana;Total;2023T4;944,5
Mujeres;Comunitat Valenciana;Total;2023T3;931,1
Mujeres;Comunitat Valenciana;Total;2023T2;904
Mujeres;Comunitat Valenciana;Total;2023T1;896,6
Mujeres;Comunitat Valenciana;Total;2022T4;893,1
Mujeres;Comunitat Valenciana;Total;2022T3;867,4
Mujeres;Comunitat Valenciana;Total;2022T2;875
Mujeres;Comunitat Valenciana;Total;2022T1;875,8
Mujeres;Comunitat Valenciana;Total;2021T4;850,2
Mujeres;Comunitat Valenciana;Total;2021T3;817,9
Mujeres;Comunitat Valenciana;Total;2021T2;811,2
Mujeres;Comunitat Valenciana;Total;2021T1;797,1
Mujeres;Comunitat Valenciana;Total;2020T4;816
Mujeres;Comunitat Valenciana;Total;2020T3;786,9
Mujeres;Comunitat Valenciana;Total;2020T2;740,4
Mujeres;Comunitat Valenciana;Uno al mes;2024T2;52,5
Mujeres;Comunitat Valenciana;Uno al mes;2024T1;59,1
Mujeres;Comunitat Valenciana;Uno al mes;2023T4;53,9
Mujeres;Comunitat Valenciana;Uno al mes;2023T3;58,4
Mujeres;Comunitat Valenciana;Uno al mes;2023T2;52,4
Mujeres;Comunitat Valenciana;Uno al mes;2023T1;48,2
Mujeres;Comunitat Valenciana;Uno al mes;2022T4;41,4
Mujeres;Comunitat Valenciana;Uno al mes;2022T3;39,4
Mujeres;Comunitat Valenciana;Uno al mes;2022T2;37,1
Mujeres;Comunitat Valenciana;Uno al mes;2022T1;48,8
Mujeres;Comunitat Valenciana;Uno al mes;2021T4;53,3
Mujeres;Comunitat Valenciana;Uno al mes;2021T3;58,3
Mujeres;Comunitat Valenciana;Uno al mes;2021T2;50,8
Mujeres;Comunitat Valenciana;Uno al mes;2021T1;47,1
Mujeres;Comunitat Valenciana;Uno al mes;2020T4;45,9
Mujeres;Comunitat Valenciana;Uno al mes;2020T3;47,3
Mujeres;Comunitat Valenciana;Uno al mes;2020T2;40,1
Mujeres;Comunitat Valenciana;Dos o más al mes;2024T2;236,6
Mujeres;Comunitat Valenciana;Dos o más al mes;2024T1;217,6
Mujeres;Comunitat Valenciana;Dos o más al mes;2023T4;241,3
Mujeres;Comunitat Valenciana;Dos o más al mes;2023T3;270
Mujeres;Comunitat Valenciana;Dos o más al mes;2023T2;238,2
Mujeres;Comunitat Valenciana;Dos o más al mes;2023T1;225,8
Mujeres;Comunitat Valenciana;Dos o más al mes;2022T4;233,4
Mujeres;Comunitat Valenciana;Dos o más al mes;2022T3;228,3
Mujeres;Comunitat Valenciana;Dos o más al mes;2022T2;234,6
Mujeres;Comunitat Valenciana;Dos o más al mes;2022T1;221,5
Mujeres;Comunitat Valenciana;Dos o más al mes;2021T4;206,3
Mujeres;Comunitat Valenciana;Dos o más al mes;2021T3;205,8
Mujeres;Comunitat Valenciana;Dos o más al mes;2021T2;204,5
Mujeres;Comunitat Valenciana;Dos o más al mes;2021T1;190
Mujeres;Comunitat Valenciana;Dos o más al mes;2020T4;211,9
Mujeres;Comunitat Valenciana;Dos o más al mes;2020T3;218,6
Mujeres;Comunitat Valenciana;Dos o más al mes;2020T2;164,2
Mujeres;Comunitat Valenciana;Ninguno;2024T2;658,1
Mujeres;Comunitat Valenciana;Ninguno;2024T1;628,5
Mujeres;Comunitat Valenciana;Ninguno;2023T4;624,6
Mujeres;Comunitat Valenciana;Ninguno;2023T3;581,2
Mujeres;Comunitat Valenciana;Ninguno;2023T2;589,6
Mujeres;Comunitat Valenciana;Ninguno;2023T1;601,7
Mujeres;Comunitat Valenciana;Ninguno;2022T4;597,4
Mujeres;Comunitat Valenciana;Ninguno;2022T3;581,8
Mujeres;Comunitat Valenciana;Ninguno;2022T2;581,3
Mujeres;Comunitat Valenciana;Ninguno;2022T1;590
Mujeres;Comunitat Valenciana;Ninguno;2021T4;573,2
Mujeres;Comunitat Valenciana;Ninguno;2021T3;525,5
Mujeres;Comunitat Valenciana;Ninguno;2021T2;543,4
Mujeres;Comunitat Valenciana;Ninguno;2021T1;541
Mujeres;Comunitat Valenciana;Ninguno;2020T4;530,7
Mujeres;Comunitat Valenciana;Ninguno;2020T3;501,9
Mujeres;Comunitat Valenciana;Ninguno;2020T2;510,6
Mujeres;Comunitat Valenciana;No sabe;2024T2;17,3
Mujeres;Comunitat Valenciana;No sabe;2024T1;14,3
Mujeres;Comunitat Valenciana;No sabe;2023T4;24,8
Mujeres;Comunitat Valenciana;No sabe;2023T3;21,6
Mujeres;Comunitat Valenciana;No sabe;2023T2;23,8
Mujeres;Comunitat Valenciana;No sabe;2023T1;21
Mujeres;Comunitat Valenciana;No sabe;2022T4;21
Mujeres;Comunitat Valenciana;No sabe;2022T3;17,9
Mujeres;Comunitat Valenciana;No sabe;2022T2;22,1
Mujeres;Comunitat Valenciana;No sabe;2022T1;15,6
Mujeres;Comunitat Valenciana;No sabe;2021T4;17,3
Mujeres;Comunitat Valenciana;No sabe;2021T3;28,3
Mujeres;Comunitat Valenciana;No sabe;2021T2;12,5
Mujeres;Comunitat Valenciana;No sabe;2021T1;19
