Sexo;Comunidades Autónomas;Sábados trabajados al mes;Periodo;Total
Ambos sexos;Extremadura;Uno al mes;2023T2;18,6
Ambos sexos;Extremadura;Uno al mes;2023T1;14,2
Ambos sexos;Extremadura;Uno al mes;2022T4;18,3
Ambos sexos;Extremadura;Uno al mes;2022T3;21,7
Ambos sexos;Extremadura;Uno al mes;2022T2;18
Ambos sexos;Extremadura;Uno al mes;2022T1;18,1
Ambos sexos;Extremadura;Uno al mes;2021T4;18,8
Ambos sexos;Extremadura;Uno al mes;2021T3;18,8
Ambos sexos;Extremadura;Uno al mes;2021T2;18,9
Ambos sexos;Extremadura;Uno al mes;2021T1;20,9
Ambos sexos;Extremadura;Uno al mes;2020T4;17,4
Ambos sexos;Extremadura;Uno al mes;2020T3;20,1
Ambos sexos;Extremadura;Uno al mes;2020T2;15,8
Ambos sexos;Extremadura;Dos o más al mes;2024T2;95,8
Ambos sexos;Extremadura;Dos o más al mes;2024T1;85,7
Ambos sexos;Extremadura;Dos o más al mes;2023T4;93,6
Ambos sexos;Extremadura;Dos o más al mes;2023T3;104,1
Ambos sexos;Extremadura;Dos o más al mes;2023T2;92,2
Ambos sexos;Extremadura;Dos o más al mes;2023T1;88,3
Ambos sexos;Extremadura;Dos o más al mes;2022T4;89,1
Ambos sexos;Extremadura;Dos o más al mes;2022T3;103,9
Ambos sexos;Extremadura;Dos o más al mes;2022T2;94,8
Ambos sexos;Extremadura;Dos o más al mes;2022T1;80,6
Ambos sexos;Extremadura;Dos o más al mes;2021T4;81,1
Ambos sexos;Extremadura;Dos o más al mes;2021T3;99,5
Ambos sexos;Extremadura;Dos o más al mes;2021T2;96,7
Ambos sexos;Extremadura;Dos o más al mes;2021T1;78,1
Ambos sexos;Extremadura;Dos o más al mes;2020T4;87,3
Ambos sexos;Extremadura;Dos o más al mes;2020T3;87,5
Ambos sexos;Extremadura;Dos o más al mes;2020T2;73,6
Ambos sexos;Extremadura;Ninguno;2024T2;226,6
Ambos sexos;Extremadura;Ninguno;2024T1;228,7
Ambos sexos;Extremadura;Ninguno;2023T4;233,7
Ambos sexos;Extremadura;Ninguno;2023T3;221,7
Ambos sexos;Extremadura;Ninguno;2023T2;225,5
Ambos sexos;Extremadura;Ninguno;2023T1;219,5
Ambos sexos;Extremadura;Ninguno;2022T4;227,7
Ambos sexos;Extremadura;Ninguno;2022T3;218,4
Ambos sexos;Extremadura;Ninguno;2022T2;219,3
Ambos sexos;Extremadura;Ninguno;2022T1;222,6
Ambos sexos;Extremadura;Ninguno;2021T4;217,8
Ambos sexos;Extremadura;Ninguno;2021T3;221,6
Ambos sexos;Extremadura;Ninguno;2021T2;203
Ambos sexos;Extremadura;Ninguno;2021T1;193
Ambos sexos;Extremadura;Ninguno;2020T4;198,4
Ambos sexos;Extremadura;Ninguno;2020T3;183,2
Ambos sexos;Extremadura;Ninguno;2020T2;182,2
Ambos sexos;Extremadura;No sabe;2024T2;4,6
Ambos sexos;Extremadura;No sabe;2024T1;2,9
Ambos sexos;Extremadura;No sabe;2023T4;2,8
Ambos sexos;Extremadura;No sabe;2023T3;4,1
Ambos sexos;Extremadura;No sabe;2023T2;5
Ambos sexos;Extremadura;No sabe;2023T1;8
Ambos sexos;Extremadura;No sabe;2022T4;3
Ambos sexos;Extremadura;No sabe;2022T3;5,8
Ambos sexos;Extremadura;No sabe;2022T2;5,8
Ambos sexos;Extremadura;No sabe;2022T1;4,7
Ambos sexos;Extremadura;No sabe;2021T4;5,6
Ambos sexos;Extremadura;No sabe;2021T3;4,8
Ambos sexos;Extremadura;No sabe;2021T2;5,8
Ambos sexos;Extremadura;No sabe;2021T1;4,3
Ambos sexos;Extremadura;No sabe;2020T4;5,7
Ambos sexos;Extremadura;No sabe;2020T3;12,9
Ambos sexos;Extremadura;No sabe;2020T2;17,4
Ambos sexos;Galicia;Total;2024T2;923
Ambos sexos;Galicia;Total;2024T1;919,2
Ambos sexos;Galicia;Total;2023T4;920,3
Ambos sexos;Galicia;Total;2023T3;937,2
Ambos sexos;Galicia;Total;2023T2;922,9
Ambos sexos;Galicia;Total;2023T1;893,5
Ambos sexos;Galicia;Total;2022T4;896,5
Ambos sexos;Galicia;Total;2022T3;905,8
Ambos sexos;Galicia;Total;2022T2;893,8
Ambos sexos;Galicia;Total;2022T1;889,8
Ambos sexos;Galicia;Total;2021T4;884,6
Ambos sexos;Galicia;Total;2021T3;904,3
Ambos sexos;Galicia;Total;2021T2;870,4
Ambos sexos;Galicia;Total;2021T1;851,4
Ambos sexos;Galicia;Total;2020T4;871,7
Ambos sexos;Galicia;Total;2020T3;880,6
Ambos sexos;Galicia;Total;2020T2;850
Ambos sexos;Galicia;Uno al mes;2024T2;59,3
Ambos sexos;Galicia;Uno al mes;2024T1;56,1
Ambos sexos;Galicia;Uno al mes;2023T4;54,1
Ambos sexos;Galicia;Uno al mes;2023T3;60,5
Ambos sexos;Galicia;Uno al mes;2023T2;51,3
Ambos sexos;Galicia;Uno al mes;2023T1;52
Ambos sexos;Galicia;Uno al mes;2022T4;61,2
Ambos sexos;Galicia;Uno al mes;2022T3;57,5
Ambos sexos;Galicia;Uno al mes;2022T2;57,7
Ambos sexos;Galicia;Uno al mes;2022T1;56,1
Ambos sexos;Galicia;Uno al mes;2021T4;52,1
Ambos sexos;Galicia;Uno al mes;2021T3;59,6
Ambos sexos;Galicia;Uno al mes;2021T2;58,1
Ambos sexos;Galicia;Uno al mes;2021T1;56
Ambos sexos;Galicia;Uno al mes;2020T4;60,9
Ambos sexos;Galicia;Uno al mes;2020T3;61,7
Ambos sexos;Galicia;Uno al mes;2020T2;60,8
Ambos sexos;Galicia;Dos o más al mes;2024T2;222,7
Ambos sexos;Galicia;Dos o más al mes;2024T1;219,9
Ambos sexos;Galicia;Dos o más al mes;2023T4;226,4
Ambos sexos;Galicia;Dos o más al mes;2023T3;233,2
Ambos sexos;Galicia;Dos o más al mes;2023T2;238,2
Ambos sexos;Galicia;Dos o más al mes;2023T1;210,5
Ambos sexos;Galicia;Dos o más al mes;2022T4;219,2
Ambos sexos;Galicia;Dos o más al mes;2022T3;226,2
Ambos sexos;Galicia;Dos o más al mes;2022T2;228
Ambos sexos;Galicia;Dos o más al mes;2022T1;222,1
Ambos sexos;Galicia;Dos o más al mes;2021T4;214
Ambos sexos;Galicia;Dos o más al mes;2021T3;226,7
Ambos sexos;Galicia;Dos o más al mes;2021T2;198,9
Ambos sexos;Galicia;Dos o más al mes;2021T1;186,9
Ambos sexos;Galicia;Dos o más al mes;2020T4;208,8
Ambos sexos;Galicia;Dos o más al mes;2020T3;213,7
Ambos sexos;Galicia;Dos o más al mes;2020T2;153,7
Ambos sexos;Galicia;Ninguno;2024T2;627,9
Ambos sexos;Galicia;Ninguno;2024T1;627,5
Ambos sexos;Galicia;Ninguno;2023T4;624,7
Ambos sexos;Galicia;Ninguno;2023T3;626,7
Ambos sexos;Galicia;Ninguno;2023T2;613,1
Ambos sexos;Galicia;Ninguno;2023T1;616,9
Ambos sexos;Galicia;Ninguno;2022T4;602,5
Ambos sexos;Galicia;Ninguno;2022T3;607,8
Ambos sexos;Galicia;Ninguno;2022T2;598,7
Ambos sexos;Galicia;Ninguno;2022T1;601,8
Ambos sexos;Galicia;Ninguno;2021T4;602,8
Ambos sexos;Galicia;Ninguno;2021T3;602,7
Ambos sexos;Galicia;Ninguno;2021T2;597,2
Ambos sexos;Galicia;Ninguno;2021T1;588,8
Ambos sexos;Galicia;Ninguno;2020T4;582,7
Ambos sexos;Galicia;Ninguno;2020T3;581,4
Ambos sexos;Galicia;Ninguno;2020T2;610,8
Ambos sexos;Galicia;No sabe;2024T2;13,2
Ambos sexos;Galicia;No sabe;2024T1;15,7
Ambos sexos;Galicia;No sabe;2023T4;15
Ambos sexos;Galicia;No sabe;2023T3;16,7
Ambos sexos;Galicia;No sabe;2023T2;20,2
Ambos sexos;Galicia;No sabe;2023T1;14,1
Ambos sexos;Galicia;No sabe;2022T4;13,6
Ambos sexos;Galicia;No sabe;2022T3;14,3
Ambos sexos;Galicia;No sabe;2022T2;9,4
Ambos sexos;Galicia;No sabe;2022T1;9,8
Ambos sexos;Galicia;No sabe;2021T4;15,7
Ambos sexos;Galicia;No sabe;2021T3;15,2
Ambos sexos;Galicia;No sabe;2021T2;16,2
Ambos sexos;Galicia;No sabe;2021T1;19,6
Ambos sexos;Galicia;No sabe;2020T4;19,3
Ambos sexos;Galicia;No sabe;2020T3;23,8
Ambos sexos;Galicia;No sabe;2020T2;24,7
Ambos sexos;Madrid, Comunidad de;Total;2024T2;3,018,50
Ambos sexos;Madrid, Comunidad de;Total;2024T1;3,001
Ambos sexos;Madrid, Comunidad de;Total;2023T4;2,964,60
Ambos sexos;Madrid, Comunidad de;Total;2023T3;2,937,70
Ambos sexos;Madrid, Comunidad de;Total;2023T2;2,968,40
Ambos sexos;Madrid, Comunidad de;Total;2023T1;2,880,40
Ambos sexos;Madrid, Comunidad de;Total;2022T4;2,870,60
Ambos sexos;Madrid, Comunidad de;Total;2022T3;2,857,40
Ambos sexos;Madrid, Comunidad de;Total;2022T2;2,868,10
Ambos sexos;Madrid, Comunidad de;Total;2022T1;2,776,80
Ambos sexos;Madrid, Comunidad de;Total;2021T4;2,781,40
Ambos sexos;Madrid, Comunidad de;Total;2021T3;2,757
Ambos sexos;Madrid, Comunidad de;Total;2021T2;2,740,20
Ambos sexos;Madrid, Comunidad de;Total;2021T1;2,731,70
Ambos sexos;Madrid, Comunidad de;Total;2020T4;2,723,10
Ambos sexos;Madrid, Comunidad de;Total;2020T3;2,659,70
Ambos sexos;Madrid, Comunidad de;Total;2020T2;2,621,10
Ambos sexos;Madrid, Comunidad de;Uno al mes;2024T2;162,8
Ambos sexos;Madrid, Comunidad de;Uno al mes;2024T1;133,5
Ambos sexos;Madrid, Comunidad de;Uno al mes;2023T4;179,6
Ambos sexos;Madrid, Comunidad de;Uno al mes;2023T3;162,6
Ambos sexos;Madrid, Comunidad de;Uno al mes;2023T2;187,3
Ambos sexos;Madrid, Comunidad de;Uno al mes;2023T1;136,7
Ambos sexos;Madrid, Comunidad de;Uno al mes;2022T4;190,9
Ambos sexos;Madrid, Comunidad de;Uno al mes;2022T3;157,6
Ambos sexos;Madrid, Comunidad de;Uno al mes;2022T2;166,8
Ambos sexos;Madrid, Comunidad de;Uno al mes;2022T1;120,7
Ambos sexos;Madrid, Comunidad de;Uno al mes;2021T4;155,3
Ambos sexos;Madrid, Comunidad de;Uno al mes;2021T3;170,3
Ambos sexos;Madrid, Comunidad de;Uno al mes;2021T2;150,8
Ambos sexos;Madrid, Comunidad de;Uno al mes;2021T1;148
Ambos sexos;Madrid, Comunidad de;Uno al mes;2020T4;162,4
Ambos sexos;Madrid, Comunidad de;Uno al mes;2020T3;161,9
Ambos sexos;Madrid, Comunidad de;Uno al mes;2020T2;150,3
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2024T2;574,2
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2024T1;608,9
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2023T4;577,3
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2023T3;580,9
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2023T2;598,4
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2023T1;605,8
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2022T4;559
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2022T3;528,3
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2022T2;577,6
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2022T1;545,4
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2021T4;553,8
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2021T3;520,3
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2021T2;538,8
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2021T1;523,3
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2020T4;557,4
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2020T3;502,8
Ambos sexos;Madrid, Comunidad de;Dos o más al mes;2020T2;350,6
Ambos sexos;Madrid, Comunidad de;Ninguno;2024T2;2,235,50
Ambos sexos;Madrid, Comunidad de;Ninguno;2024T1;2,211,40
Ambos sexos;Madrid, Comunidad de;Ninguno;2023T4;2,174,70
Ambos sexos;Madrid, Comunidad de;Ninguno;2023T3;2,150,20
Ambos sexos;Madrid, Comunidad de;Ninguno;2023T2;2,135,70
Ambos sexos;Madrid, Comunidad de;Ninguno;2023T1;2,089,80
Ambos sexos;Madrid, Comunidad de;Ninguno;2022T4;2,084,80
Ambos sexos;Madrid, Comunidad de;Ninguno;2022T3;2,124,50
Ambos sexos;Madrid, Comunidad de;Ninguno;2022T2;2,077,80
Ambos sexos;Madrid, Comunidad de;Ninguno;2022T1;2,074
Ambos sexos;Madrid, Comunidad de;Ninguno;2021T4;2,034,90
Ambos sexos;Madrid, Comunidad de;Ninguno;2021T3;2,020,10
Ambos sexos;Madrid, Comunidad de;Ninguno;2021T2;2,009,30
Ambos sexos;Madrid, Comunidad de;Ninguno;2021T1;2,011,30
Ambos sexos;Madrid, Comunidad de;Ninguno;2020T4;1,950
Ambos sexos;Madrid, Comunidad de;Ninguno;2020T3;1,939,40
Ambos sexos;Madrid, Comunidad de;Ninguno;2020T2;2,065,90
Ambos sexos;Madrid, Comunidad de;No sabe;2024T2;45,9
Ambos sexos;Madrid, Comunidad de;No sabe;2024T1;47,2
Ambos sexos;Madrid, Comunidad de;No sabe;2023T4;33
Ambos sexos;Madrid, Comunidad de;No sabe;2023T3;44,1
Ambos sexos;Madrid, Comunidad de;No sabe;2023T2;47
Ambos sexos;Madrid, Comunidad de;No sabe;2023T1;48
Ambos sexos;Madrid, Comunidad de;No sabe;2022T4;35,8
Ambos sexos;Madrid, Comunidad de;No sabe;2022T3;47,1
Ambos sexos;Madrid, Comunidad de;No sabe;2022T2;45,8
Ambos sexos;Madrid, Comunidad de;No sabe;2022T1;36,7
Ambos sexos;Madrid, Comunidad de;No sabe;2021T4;37,3
Ambos sexos;Madrid, Comunidad de;No sabe;2021T3;46,4
Ambos sexos;Madrid, Comunidad de;No sabe;2021T2;41,3
Ambos sexos;Madrid, Comunidad de;No sabe;2021T1;49,1
Ambos sexos;Madrid, Comunidad de;No sabe;2020T4;53,3
Ambos sexos;Madrid, Comunidad de;No sabe;2020T3;55,6
Ambos sexos;Madrid, Comunidad de;No sabe;2020T2;54,3
Ambos sexos;Murcia, Región de;Total;2024T2;591,8
Ambos sexos;Murcia, Región de;Total;2024T1;575,4
Ambos sexos;Murcia, Región de;Total;2023T4;581,3
Ambos sexos;Murcia, Región de;Total;2023T3;567,9
Ambos sexos;Murcia, Región de;Total;2023T2;563,7
Ambos sexos;Murcia, Región de;Total;2023T1;546,5
Ambos sexos;Murcia, Región de;Total;2022T4;545,4
Ambos sexos;Murcia, Región de;Total;2022T3;538,1
Ambos sexos;Murcia, Región de;Total;2022T2;546,3
Ambos sexos;Murcia, Región de;Total;2022T1;533,5
Ambos sexos;Murcia, Región de;Total;2021T4;542,1
Ambos sexos;Murcia, Región de;Total;2021T3;538,9
Ambos sexos;Murcia, Región de;Total;2021T2;543,9
Ambos sexos;Murcia, Región de;Total;2021T1;512,1
Ambos sexos;Murcia, Región de;Total;2020T4;518,4
Ambos sexos;Murcia, Región de;Total;2020T3;529,6
Ambos sexos;Murcia, Región de;Total;2020T2;497,9
Ambos sexos;Murcia, Región de;Uno al mes;2024T2;44
Ambos sexos;Murcia, Región de;Uno al mes;2024T1;36
Ambos sexos;Murcia, Región de;Uno al mes;2023T4;35,6
Ambos sexos;Murcia, Región de;Uno al mes;2023T3;32,9
Ambos sexos;Murcia, Región de;Uno al mes;2023T2;32,4
Ambos sexos;Murcia, Región de;Uno al mes;2023T1;38,6
Ambos sexos;Murcia, Región de;Uno al mes;2022T4;40,6
Ambos sexos;Murcia, Región de;Uno al mes;2022T3;33,7
Ambos sexos;Murcia, Región de;Uno al mes;2022T2;33,7
Ambos sexos;Murcia, Región de;Uno al mes;2022T1;32,4
Ambos sexos;Murcia, Región de;Uno al mes;2021T4;45,8
Ambos sexos;Murcia, Región de;Uno al mes;2021T3;34,1
Ambos sexos;Murcia, Región de;Uno al mes;2021T2;32,8
Ambos sexos;Murcia, Región de;Uno al mes;2021T1;37,4
Ambos sexos;Murcia, Región de;Uno al mes;2020T4;31,3
Ambos sexos;Murcia, Región de;Uno al mes;2020T3;33,2
Ambos sexos;Murcia, Región de;Uno al mes;2020T2;42,3
Ambos sexos;Murcia, Región de;Dos o más al mes;2024T2;141,4
Ambos sexos;Murcia, Región de;Dos o más al mes;2024T1;148,8
Ambos sexos;Murcia, Región de;Dos o más al mes;2023T4;147,7
Ambos sexos;Murcia, Región de;Dos o más al mes;2023T3;143,3
Ambos sexos;Murcia, Región de;Dos o más al mes;2023T2;149,1
Ambos sexos;Murcia, Región de;Dos o más al mes;2023T1;127,7
Ambos sexos;Murcia, Región de;Dos o más al mes;2022T4;134,2
Ambos sexos;Murcia, Región de;Dos o más al mes;2022T3;121,3
Ambos sexos;Murcia, Región de;Dos o más al mes;2022T2;151,4
Ambos sexos;Murcia, Región de;Dos o más al mes;2022T1;116,8
Ambos sexos;Murcia, Región de;Dos o más al mes;2021T4;118,1
Ambos sexos;Murcia, Región de;Dos o más al mes;2021T3;119,6
Ambos sexos;Murcia, Región de;Dos o más al mes;2021T2;131,8
Ambos sexos;Murcia, Región de;Dos o más al mes;2021T1;109,2
Ambos sexos;Murcia, Región de;Dos o más al mes;2020T4;111,4
Ambos sexos;Murcia, Región de;Dos o más al mes;2020T3;124,6
Ambos sexos;Murcia, Región de;Dos o más al mes;2020T2;107,3
Ambos sexos;Murcia, Región de;Ninguno;2024T2;385,5
Ambos sexos;Murcia, Región de;Ninguno;2024T1;369,3
Ambos sexos;Murcia, Región de;Ninguno;2023T4;379,3
Ambos sexos;Murcia, Región de;Ninguno;2023T3;372,9
Ambos sexos;Murcia, Región de;Ninguno;2023T2;361,9
Ambos sexos;Murcia, Región de;Ninguno;2023T1;362,4
Ambos sexos;Murcia, Región de;Ninguno;2022T4;350,5
Ambos sexos;Murcia, Región de;Ninguno;2022T3;361,3
Ambos sexos;Murcia, Región de;Ninguno;2022T2;340,5
Ambos sexos;Murcia, Región de;Ninguno;2022T1;363,3
Ambos sexos;Murcia, Región de;Ninguno;2021T4;358,6
Ambos sexos;Murcia, Región de;Ninguno;2021T3;370,4
Ambos sexos;Murcia, Región de;Ninguno;2021T2;360,5
Ambos sexos;Murcia, Región de;Ninguno;2021T1;350,3
Ambos sexos;Murcia, Región de;Ninguno;2020T4;354,3
Ambos sexos;Murcia, Región de;Ninguno;2020T3;348,2
Ambos sexos;Murcia, Región de;Ninguno;2020T2;325,7
Ambos sexos;Murcia, Región de;No sabe;2024T2;20,9
Ambos sexos;Murcia, Región de;No sabe;2024T1;21,3
Ambos sexos;Murcia, Región de;No sabe;2023T4;18,8
Ambos sexos;Murcia, Región de;No sabe;2023T3;18,8
Ambos sexos;Murcia, Región de;No sabe;2023T2;20,3
Ambos sexos;Murcia, Región de;No sabe;2023T1;17,7
Ambos sexos;Murcia, Región de;No sabe;2022T4;20,1
Ambos sexos;Murcia, Región de;No sabe;2022T3;21,8
Ambos sexos;Murcia, Región de;No sabe;2022T2;20,8
Ambos sexos;Murcia, Región de;No sabe;2022T1;21,1
Ambos sexos;Murcia, Región de;No sabe;2021T4;19,7
Ambos sexos;Murcia, Región de;No sabe;2021T3;14,8
Ambos sexos;Murcia, Región de;No sabe;2021T2;18,8
Ambos sexos;Murcia, Región de;No sabe;2021T1;15,2
Ambos sexos;Murcia, Región de;No sabe;2020T4;21,3
Ambos sexos;Murcia, Región de;No sabe;2020T3;23,7
Ambos sexos;Murcia, Región de;No sabe;2020T2;22,6
Ambos sexos;Navarra, Comunidad Foral de;Total;2024T2;266,8
Ambos sexos;Navarra, Comunidad Foral de;Total;2024T1;253,8
Ambos sexos;Navarra, Comunidad Foral de;Total;2023T4;256,1
Ambos sexos;Navarra, Comunidad Foral de;Total;2023T3;255,3
Ambos sexos;Navarra, Comunidad Foral de;Total;2023T2;255,1
Ambos sexos;Navarra, Comunidad Foral de;Total;2023T1;243,9
Ambos sexos;Navarra, Comunidad Foral de;Total;2022T4;253,6
Ambos sexos;Navarra, Comunidad Foral de;Total;2022T3;252,3
Ambos sexos;Navarra, Comunidad Foral de;Total;2022T2;248,2
Ambos sexos;Navarra, Comunidad Foral de;Total;2022T1;248,6
Ambos sexos;Navarra, Comunidad Foral de;Total;2021T4;245,8
Ambos sexos;Navarra, Comunidad Foral de;Total;2021T3;247,6
Ambos sexos;Navarra, Comunidad Foral de;Total;2021T2;245,3
Ambos sexos;Navarra, Comunidad Foral de;Total;2021T1;237,5
Ambos sexos;Navarra, Comunidad Foral de;Total;2020T4;234,6
Ambos sexos;Navarra, Comunidad Foral de;Total;2020T3;235,5
Ambos sexos;Navarra, Comunidad Foral de;Total;2020T2;227,6
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2024T2;14
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2024T1;12,5
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2023T4;12,5
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2023T3;12,1
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2023T2;11,3
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2023T1;10,7
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2022T4;12,1
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2022T3;11,1
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2022T2;13,6
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2022T1;12,8
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2021T4;14,4
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2021T3;11,3
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2021T2;13,9
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2021T1;12,4
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2020T4;13,8
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2020T3;11,2
Ambos sexos;Navarra, Comunidad Foral de;Uno al mes;2020T2;11,1
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2024T2;51,2
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2024T1;48,5
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2023T4;47,3
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2023T3;48,5
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2023T2;50,2
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2023T1;48,8
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2022T4;46,7
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2022T3;46,5
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2022T2;50,1
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2022T1;52,7
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2021T4;45,3
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2021T3;49,7
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2021T2;49,8
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2021T1;43,9
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2020T4;39,7
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2020T3;40
Ambos sexos;Navarra, Comunidad Foral de;Dos o más al mes;2020T2;30,4
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2024T2;198,1
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2024T1;190,4
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2023T4;194,6
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2023T3;191,5
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2023T2;188
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2023T1;180,5
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2022T4;189,7
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2022T3;189,6
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2022T2;181,7
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2022T1;178,8
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2021T4;181,9
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2021T3;182,2
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2021T2;175,9
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2021T1;176,3
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2020T4;175,5
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2020T3;177,7
Ambos sexos;Navarra, Comunidad Foral de;Ninguno;2020T2;178,2
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2024T2;3,5
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2024T1;2,5
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2023T4;1,8
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2023T3;3,2
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2023T2;5,6
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2023T1;3,9
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2022T4;5,2
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2022T3;5
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2022T2;2,8
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2022T1;4,2
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2021T4;4,3
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2021T3;4,3
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2021T2;5,7
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2021T1;4,9
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2020T4;5,6
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2020T3;6,5
Ambos sexos;Navarra, Comunidad Foral de;No sabe;2020T2;7,8
Ambos sexos;País Vasco;Total;2024T2;865,1
Ambos sexos;País Vasco;Total;2024T1;848,1
Ambos sexos;País Vasco;Total;2023T4;881,9
Ambos sexos;País Vasco;Total;2023T3;863,4
Ambos sexos;País Vasco;Total;2023T2;866,4
Ambos sexos;País Vasco;Total;2023T1;838,8
Ambos sexos;País Vasco;Total;2022T4;833,7
Ambos sexos;País Vasco;Total;2022T3;840,7
Ambos sexos;País Vasco;Total;2022T2;822,2
Ambos sexos;País Vasco;Total;2022T1;833,7
Ambos sexos;País Vasco;Total;2021T4;831,9
Ambos sexos;País Vasco;Total;2021T3;823,1
Ambos sexos;País Vasco;Total;2021T2;813,2
Ambos sexos;País Vasco;Total;2021T1;804,1
Ambos sexos;País Vasco;Total;2020T4;802,9
Ambos sexos;País Vasco;Total;2020T3;790,2
Ambos sexos;País Vasco;Total;2020T2;780,6
Ambos sexos;País Vasco;Uno al mes;2024T2;45,5
Ambos sexos;País Vasco;Uno al mes;2024T1;52,6
Ambos sexos;País Vasco;Uno al mes;2023T4;46
Ambos sexos;País Vasco;Uno al mes;2023T3;55,7
Ambos sexos;País Vasco;Uno al mes;2023T2;55,1
Ambos sexos;País Vasco;Uno al mes;2023T1;48,7
Ambos sexos;País Vasco;Uno al mes;2022T4;52,9
Ambos sexos;País Vasco;Uno al mes;2022T3;55,3
Ambos sexos;País Vasco;Uno al mes;2022T2;42,4
Ambos sexos;País Vasco;Uno al mes;2022T1;41,7
